uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
G0WVH3,050,0.064,15,233,0.727,40,55,22.685,45.714,0.034,Incorrect
H6SG27,167,0.643,148,230,0.213,40,188,3.782,10.428,0.393,Acceptable
P14677,U10-006,0.847,94,111,0.031,3,97,0.541,2.167,0.89,High
P0AG30,249,0.889,32,36,0.111,4,36,0.951,27.399,0.563,Medium
P04958,U10-006,0.421,193,458,0.215,53,246,29.501,44.557,0.153,Incorrect
Q72AS4,U10-008,0.719,138,192,0.437,107,245,7.852,14.941,0.333,Acceptable
F2Z6J5,156,0.503,99,197,0.51,103,202,10.269,31.552,0.197,Incorrect
P23687,012,0.105,31,296,0.713,77,108,14.905,16.288,0.11,Incorrect
P04807,174,0.232,26,112,0.737,73,99,10.071,9.029,0.241,Acceptable
H6SG27,088,0.326,75,230,0.336,38,113,13.994,20.618,0.161,Incorrect
A0A3B6UEQ0,U10-004,0.745,123,165,0.376,74,197,4.113,39.076,0.303,Acceptable
O16025,U10-004,0.278,32,115,0.729,86,118,15.54,23.998,0.133,Incorrect
E1K248,039,0.639,117,183,0.632,201,318,8.001,7.904,0.403,Acceptable
G0WVH3,152,0.103,24,233,0.776,83,107,18.938,31.731,0.059,Incorrect
A0A3B6UEQ0,U100-005,0.933,154,165,0.185,35,189,1.367,19.646,0.546,Medium
O69275,U10-005,0.67,71,106,0.245,23,94,1.837,7.303,0.548,Medium
E1K248,071,0.388,71,183,0.645,129,200,12.783,13.56,0.228,Incorrect
Q51504,002,0.089,16,180,0.529,18,34,21.651,48.354,0.041,Incorrect
F2Z6J5,065,0.68,134,197,0.435,103,237,4.798,31.944,0.278,Acceptable
E1K248,260,0.503,92,183,0.558,116,208,9.166,9.941,0.317,Acceptable
P0AG30,054,0.194,7,36,0.562,9,16,7.808,36.086,0.094,Incorrect
P04807,126,0.67,75,112,0.324,36,111,5.966,10.055,0.382,Acceptable
P23687,171,0.095,28,296,0.75,84,112,13.032,14.474,0.121,Incorrect
F2Z6J5,011,0.538,106,197,0.5,106,212,8.323,28.967,0.216,Incorrect
E1K248,248,0.464,85,183,0.553,105,190,10.163,14.076,0.251,Acceptable
E1K248,076,0.426,78,183,0.547,94,172,10.23,13.34,0.245,Acceptable
H6SG27,236,0.087,20,230,0.683,43,63,20.698,34.236,0.05,Incorrect
F2Z6J5,199,0.528,104,197,0.395,68,172,9.741,22.983,0.224,Incorrect
G0WVH3,194,0.159,37,233,0.593,54,91,11.712,26.531,0.089,Incorrect
G0WVH3,110,0.12,28,233,0.594,41,69,21.763,45.353,0.053,Incorrect
Q8GN86,U100-003,0.791,151,191,0.122,21,172,2.434,1.985,0.671,Medium
Q72AS4,030,0.656,126,192,0.36,71,197,5.639,6.063,0.462,Acceptable
P23687,060,0.162,48,296,0.644,87,135,10.249,11.211,0.183,Incorrect
P14677,057,0.324,36,111,0.234,11,47,30.072,40.563,0.123,Incorrect
P0AG30,128,0.889,32,36,0.179,7,39,1.1,29.23,0.539,Medium
E1K248,225,0.432,79,183,0.62,129,208,8.907,10.726,0.282,Acceptable
P23687,143,0.01,3,296,0.85,17,20,21.209,25.209,0.039,Incorrect
P04807,011,0.902,101,112,0.122,14,115,1.48,3.195,0.762,Medium
G0WVH3,000,0.159,37,233,0.602,56,93,12.92,20.268,0.107,Incorrect
H6SG27,164,0.617,142,230,0.294,59,201,6.014,12.353,0.332,Acceptable
H6SG27,274,0.148,34,230,0.773,116,150,13.413,23.465,0.092,Incorrect
A0A140DJY3,008,0.218,61,280,0.576,83,144,21.465,32.897,0.095,Incorrect
P23687,175,0.672,199,296,0.268,73,272,2.7,2.356,0.612,Medium
Q9I5E6,017,0.468,144,308,0.348,77,221,5.973,7.33,0.367,Acceptable
P0AG30,305,0.389,14,36,0.391,9,23,3.417,27.211,0.213,Incorrect
E1K248,101,0.066,12,183,0.829,58,70,15.948,22.494,0.066,Incorrect
A0A3B6UEQ0,050,0.4,66,165,0.569,87,153,10.17,40.382,0.155,Incorrect
A0A3B6UEQ0,127,0.545,90,165,0.4,60,150,11.757,31.944,0.209,Incorrect
P04807,156,0.455,51,112,0.568,67,118,10.155,10.79,0.287,Acceptable
A0A3B6UEQ0,116,0.497,82,165,0.427,61,143,10.357,25.552,0.206,Incorrect
G0WVH3,U10-006,0.721,168,233,0.102,19,187,3.369,10.0,0.435,Acceptable
H2E7Q8,U10-002,0.769,110,143,0.262,39,149,1.445,2.472,0.737,Medium
O68880,090,0.36,62,172,0.347,33,95,5.458,5.658,0.375,Acceptable
P23687,214,0.25,74,296,0.537,86,160,7.698,11.394,0.215,Incorrect
P23687,314,0.233,69,296,0.633,119,188,9.017,8.579,0.252,Acceptable
F2Z6J5,014,0.528,104,197,0.493,101,205,10.239,29.883,0.208,Incorrect
O60729,U10-001,0.696,78,112,0.257,27,105,19.077,43.553,0.246,Acceptable
O68880,U10-000,0.942,162,172,0.085,15,177,1.001,0.955,0.874,High
E1K248,206,0.514,94,183,0.518,101,195,12.407,15.376,0.254,Acceptable
O69275,U10-003,0.575,61,106,0.322,29,90,2.742,12.063,0.379,Acceptable
H6SG27,216,0.091,21,230,0.724,55,76,15.433,28.228,0.061,Incorrect
H6SG27,287,0.591,136,230,0.306,60,196,5.977,11.031,0.341,Acceptable
H6SG27,U10-004,0.861,198,230,0.1,22,220,0.961,1.738,0.843,High
E1K248,226,0.393,72,183,0.569,95,167,10.192,14.592,0.223,Incorrect
H6SG27,142,0.596,137,230,0.267,50,187,5.002,11.1,0.349,Acceptable
A0A3B6UEQ0,034,0.612,101,165,0.463,87,188,9.809,21.832,0.256,Acceptable
P23687,266,0.412,122,296,0.467,107,229,7.805,6.547,0.358,Acceptable
P0AG30,124,0.722,26,36,0.278,10,36,1.746,18.091,0.443,Acceptable
E1K248,016,0.503,92,183,0.538,107,199,8.82,6.379,0.39,Acceptable
P23687,U100-006,0.851,252,296,0.174,53,305,1.168,0.814,0.822,High
A0A3B6UEQ0,003,0.667,110,165,0.333,55,165,10.373,21.292,0.275,Acceptable
Q9I5E6,084,0.052,16,308,0.84,84,100,17.945,24.725,0.055,Incorrect
O16025,U100-005,0.574,66,115,0.333,33,99,15.823,45.64,0.205,Incorrect
D9N168,U10-007,0.916,98,107,0.039,4,102,0.561,0.862,0.928,High
P0AG30,198,0.917,33,36,0.108,4,37,0.539,6.776,0.805,High
E1K248,U10-008,0.842,154,183,0.306,68,222,4.857,2.739,0.612,Medium
P0AG30,072,0.889,32,36,0.111,4,36,1.001,51.471,0.536,Medium
P04807,017,0.232,26,112,0.761,83,109,8.704,7.366,0.277,Acceptable
Q7KLV9,068,0.111,5,45,0.896,43,48,7.503,28.01,0.078,Incorrect
Q7KLV9,001,0.222,10,45,0.688,22,32,12.037,41.191,0.093,Incorrect
G0WVH3,165,0.086,20,233,0.655,38,58,22.463,50.093,0.039,Incorrect
P04807,U10-005,0.812,91,112,0.278,35,126,2.089,5.152,0.628,Medium
P0AG30,003,0.139,5,36,0.833,25,30,10.716,15.948,0.126,Incorrect
P59676,U100-005,0.9,99,110,0.039,4,103,0.516,1.105,0.926,High
A0A0A0V031,017,0.149,33,222,0.716,83,116,19.25,19.688,0.104,Incorrect
P14677,003,0.324,36,111,0.182,8,44,7.98,21.886,0.163,Incorrect
P23687,110,0.409,121,296,0.472,108,229,5.623,6.518,0.368,Acceptable
A0A3B6UEQ0,052,0.733,121,165,0.199,30,151,5.984,22.957,0.304,Acceptable
E1K248,041,0.333,61,183,0.71,149,210,10.74,14.977,0.199,Incorrect
Q72AS4,113,0.521,100,192,0.462,86,186,7.086,8.219,0.36,Acceptable
E1K248,162,0.475,87,183,0.525,96,183,10.124,14.9,0.247,Acceptable
F2Z6J5,139,0.487,96,197,0.442,76,172,10.724,34.658,0.188,Incorrect
P04807,035,0.866,97,112,0.157,18,115,0.999,3.913,0.795,Medium
P23687,346,0.203,60,296,0.583,84,144,9.884,12.744,0.178,Incorrect
P23687,150,0.105,31,296,0.617,50,81,12.08,13.963,0.13,Incorrect
O60729,010,0.616,69,112,0.274,26,95,16.406,32.107,0.23,Acceptable
Q72AS4,063,0.432,83,192,0.471,74,157,7.452,8.637,0.321,Acceptable
F2Z6J5,082,0.503,99,197,0.411,69,168,15.735,39.168,0.186,Incorrect
P23687,049,0.284,84,296,0.475,76,160,10.14,11.269,0.223,Incorrect
H6SG27,279,0.496,114,230,0.424,84,198,16.801,29.533,0.193,Incorrect
H2E7Q8,U10-009,0.594,85,143,0.331,42,127,1.881,3.249,0.619,Medium
P14677,044,0.324,36,111,0.379,22,58,15.842,27.74,0.14,Incorrect
P0AG30,108,0.889,32,36,0.059,2,34,0.891,30.257,0.567,Medium
Q72AS4,U100-004,0.906,174,192,0.108,21,195,2.898,5.734,0.602,Medium
H6SG27,154,0.7,161,230,0.191,38,199,3.291,7.846,0.471,Acceptable
G0WVH3,036,0.18,42,233,0.674,87,129,13.463,28.501,0.091,Incorrect
A0A3B6UEQ0,100,0.515,85,165,0.479,78,163,11.485,19.105,0.232,Acceptable
P14677,020,0.324,36,111,0.368,21,57,12.778,36.169,0.13,Incorrect
G0WVH3,178,0.116,27,233,0.571,36,63,16.639,29.812,0.066,Incorrect
P23687,048,0.324,96,296,0.525,106,202,6.967,9.409,0.273,Acceptable
P04807,143,0.17,19,112,0.698,44,63,10.619,9.675,0.208,Incorrect
Q9I5E6,035,0.146,45,308,0.483,42,87,19.065,29.276,0.077,Incorrect
G0WVH3,130,0.082,19,233,0.798,75,94,19.15,38.229,0.045,Incorrect
F2Z6J5,142,0.416,82,197,0.575,111,193,9.889,28.256,0.174,Incorrect
F2Z6J5,086,0.497,98,197,0.548,119,217,11.112,40.307,0.186,Incorrect
P23687,220,0.236,70,296,0.607,108,178,10.835,10.077,0.224,Incorrect
E1K248,221,0.492,90,183,0.505,92,182,10.87,10.591,0.301,Acceptable
H6SG27,242,0.083,19,230,0.678,40,59,19.569,35.723,0.047,Incorrect
Q72AS4,116,0.391,75,192,0.49,72,147,10.405,9.246,0.29,Acceptable
H6SG27,248,0.117,27,230,0.752,82,109,17.523,25.628,0.075,Incorrect
A0A0H2WY27,U10-003,0.807,163,202,0.205,42,205,2.178,10.601,0.507,Medium
Q72AS4,153,0.557,107,192,0.44,84,191,7.418,12.248,0.307,Acceptable
G0WVH3,U100-005,0.936,218,233,0.08,19,237,1.224,3.569,0.795,Medium
F2Z6J5,170,0.431,85,197,0.564,110,195,11.83,29.772,0.174,Incorrect
P23687,305,0.304,90,296,0.448,73,163,12.549,16.729,0.174,Incorrect
E1K248,117,0.503,92,183,0.508,95,187,10.366,13.324,0.271,Acceptable
A0A3B6UEQ0,010,0.521,86,165,0.459,73,159,12.844,31.821,0.2,Incorrect
A0A0A0V031,U10-002,0.743,165,222,0.207,43,208,4.752,5.108,0.523,Medium
P0AG30,087,0.917,33,36,0.057,2,35,1.102,46.131,0.533,Medium
G0WVH3,100,0.185,43,233,0.602,65,108,18.892,30.219,0.088,Incorrect
Q7KLV9,051,0.844,38,45,0.269,14,52,4.35,31.251,0.34,Acceptable
F2Z6J5,094,0.482,95,197,0.53,107,202,8.121,33.424,0.192,Incorrect
P0AG30,062,0.25,9,36,0.609,14,23,4.536,62.804,0.122,Incorrect
P23687,007,0.784,232,296,0.227,68,300,1.482,1.351,0.755,Medium
A0A0A0V031,005,0.117,26,222,0.792,99,125,23.345,42.581,0.053,Incorrect
P23687,097,0.166,49,296,0.515,52,101,13.701,18.879,0.115,Incorrect
E1K248,098,0.35,64,183,0.504,65,129,11.117,18.31,0.182,Incorrect
A0A0A0V031,U10-000,0.73,162,222,0.19,38,200,4.584,5.725,0.505,Medium
P04807,221,0.598,67,112,0.464,58,125,7.602,5.273,0.453,Acceptable
P23687,332,0.341,101,296,0.572,135,236,6.919,8.136,0.303,Acceptable
H6SG27,226,0.574,132,230,0.263,47,179,9.494,19.467,0.253,Acceptable
H6SG27,230,0.613,141,230,0.238,44,185,4.153,8.971,0.4,Acceptable
P04807,084,0.25,28,112,0.705,67,95,9.104,5.436,0.329,Acceptable
H6SG27,096,0.096,22,230,0.651,41,63,16.535,23.742,0.072,Incorrect
G0WVH3,164,0.086,20,233,0.6,30,50,19.039,29.453,0.056,Incorrect
A0A140DJY3,U10-008,0.679,190,280,0.17,39,229,8.803,20.743,0.284,Acceptable
P23687,368,0.078,23,296,0.755,71,94,16.519,18.37,0.087,Incorrect
P23687,076,0.274,81,296,0.578,111,192,9.207,12.409,0.206,Incorrect
P23687,288,0.088,26,296,0.671,53,79,15.2,17.859,0.094,Incorrect
Q72AS4,060,0.583,112,192,0.502,113,225,9.459,14.631,0.287,Acceptable
Q72AS4,025,0.771,148,192,0.365,85,233,4.008,11.039,0.422,Acceptable
E1K248,017,0.525,96,183,0.577,131,227,9.707,10.826,0.31,Acceptable
F2Z6J5,206,0.33,65,197,0.542,77,142,9.665,16.895,0.185,Incorrect
P0AG30,179,0.75,27,36,0.413,19,46,2.946,32.884,0.339,Acceptable
H6SG27,301,0.522,120,230,0.314,55,175,4.792,13.018,0.303,Acceptable
P04807,220,0.616,69,112,0.378,42,111,5.492,6.405,0.441,Acceptable
E1K248,U10-005,0.623,114,183,0.4,76,190,6.488,4.842,0.476,Acceptable
P23687,148,0.26,77,296,0.572,103,180,6.991,9.394,0.251,Acceptable
H6SG27,275,0.204,47,230,0.53,53,100,12.053,18.203,0.133,Incorrect
G0WVH3,064,0.09,21,233,0.533,24,45,27.305,54.558,0.039,Incorrect
P04807,008,0.804,90,112,0.151,16,106,3.41,3.77,0.6,Medium
O60729,U100-008,0.92,103,112,0.134,16,119,5.132,10.942,0.458,Acceptable
P04807,184,0.679,76,112,0.296,32,108,3.668,4.582,0.532,Medium
P04807,079,0.643,72,112,0.379,44,116,4.413,3.777,0.527,Medium
H2E7Q8,U10-001,0.713,102,143,0.25,34,136,1.347,2.411,0.731,Medium
P04807,021,0.723,81,112,0.277,31,112,3.324,6.353,0.511,Medium
Q7KLV9,005,0.111,5,45,0.94,79,84,11.042,46.648,0.054,Incorrect
A0A0H2WY27,U100-007,0.812,164,202,0.163,32,196,2.585,26.901,0.385,Acceptable
P23687,167,0.122,36,296,0.684,78,114,11.598,12.189,0.155,Incorrect
P0AG30,299,0.917,33,36,0.214,9,42,1.346,20.849,0.538,Medium
Q7KLV9,U10-008,0.956,43,45,0.104,5,48,0.873,6.521,0.777,Medium
G0WVH3,037,0.077,18,233,0.647,33,51,16.779,24.643,0.064,Incorrect
P23687,002,0.645,191,296,0.271,71,262,2.278,2.733,0.618,Medium
P0AG30,142,0.389,14,36,0.44,11,25,4.691,24.231,0.197,Incorrect
F2Z6J5,060,0.452,89,197,0.658,171,260,12.977,28.226,0.183,Incorrect
H6SG27,115,0.196,45,230,0.575,61,106,9.12,17.16,0.14,Incorrect
A0A0F7R6G7,U100-002,0.901,201,223,0.134,31,232,1.662,7.528,0.637,Medium
P0AG30,033,0.611,22,36,0.267,8,30,2.925,24.277,0.31,Acceptable
G0WVH3,078,0.15,35,233,0.62,57,92,17.091,26.411,0.084,Incorrect
P04807,053,0.143,16,112,0.738,45,61,11.207,9.609,0.2,Incorrect
H2E7Q8,U100-004,0.755,108,143,0.194,26,134,1.385,1.666,0.753,Medium
Q72AS4,072,0.651,125,192,0.26,44,169,11.973,13.954,0.312,Acceptable
P04807,146,0.723,81,112,0.296,34,115,2.951,3.706,0.59,Medium
P04807,136,0.696,78,112,0.409,54,132,3.968,6.777,0.478,Acceptable
G0WVH3,057,0.176,41,233,0.672,84,125,13.263,29.55,0.088,Incorrect
P04807,140,0.223,25,112,0.554,31,56,10.522,9.892,0.223,Incorrect
P14677,007,0.324,36,111,0.143,6,42,26.293,55.863,0.117,Incorrect
P0AG30,076,0.722,26,36,0.257,9,35,1.676,26.07,0.421,Acceptable
P04807,113,0.518,58,112,0.37,34,92,7.285,15.659,0.262,Acceptable
P23687,142,0.757,224,296,0.185,51,275,1.963,1.183,0.702,Medium
P0AG30,086,0.361,13,36,0.567,17,30,2.533,27.738,0.236,Acceptable
H6SG27,075,0.178,41,230,0.725,108,149,8.986,12.285,0.176,Incorrect
A0A3B6UEQ0,036,0.539,89,165,0.514,94,183,8.73,33.015,0.21,Incorrect
P23687,320,0.203,60,296,0.603,91,151,9.241,9.018,0.233,Acceptable
F2Z6J5,U100-003,0.878,173,197,0.231,52,225,3.054,6.577,0.566,Medium
Q941M3,U10-006,0.812,203,250,0.222,58,261,9.634,20.753,0.326,Acceptable
A0A3B6UEQ0,033,0.739,122,165,0.344,64,186,6.316,29.898,0.289,Acceptable
Q72AS4,139,0.464,89,192,0.624,148,237,8.447,16.727,0.233,Acceptable
H6SG27,254,0.548,126,230,0.326,61,187,5.572,16.949,0.272,Acceptable
O69275,U10-002,0.698,74,106,0.221,21,95,1.642,6.498,0.595,Medium
P04807,061,0.607,68,112,0.419,49,117,4.276,5.11,0.484,Acceptable
Q7KLV9,U10-000,0.956,43,45,0.14,7,50,1.083,21.166,0.584,Medium
F2Z6J5,043,0.503,99,197,0.441,78,177,12.224,25.496,0.206,Incorrect
Q7KLV9,081,0.867,39,45,0.114,5,44,1.492,20.985,0.503,Medium
Q7KLV9,085,0.711,32,45,0.086,3,35,4.863,23.703,0.304,Acceptable
P0AG30,146,0.944,34,36,0.19,8,42,1.238,19.875,0.565,Medium
F2Z6J5,015,0.472,93,197,0.526,103,196,10.342,17.228,0.229,Incorrect
A0A140DJY3,007,0.261,73,280,0.507,75,148,22.926,36.517,0.105,Incorrect
F2Z6J5,192,0.533,105,197,0.456,88,193,9.461,20.014,0.237,Acceptable
F2Z6J5,118,0.411,81,197,0.578,111,192,13.65,31.781,0.163,Incorrect
H6SG27,288,0.465,107,230,0.352,58,165,19.338,25.929,0.189,Incorrect
G0WVH3,032,0.283,66,233,0.492,64,130,11.168,29.795,0.125,Incorrect
F2Z6J5,212,0.381,75,197,0.605,115,190,15.392,21.39,0.175,Incorrect
H6SG27,U10-006,0.835,192,230,0.19,45,237,2.455,4.835,0.621,Medium
F2Z6J5,102,0.604,119,197,0.353,65,184,9.919,21.505,0.254,Acceptable
P23687,079,0.034,10,296,0.904,94,104,14.087,17.335,0.08,Incorrect
Q9I5E6,041,0.354,109,308,0.488,104,213,15.385,25.551,0.154,Incorrect
E1K248,U10-007,0.678,124,183,0.337,63,187,7.744,14.258,0.325,Acceptable
P04958,U10-000,0.007,3,458,0.979,137,140,38.193,50.783,0.012,Incorrect
Q72AS4,061,0.583,112,192,0.454,93,205,11.298,21.003,0.247,Acceptable
A0A3B6UEQ0,125,0.382,63,165,0.606,97,160,14.092,31.365,0.154,Incorrect
Q8GN86,U100-006,0.853,163,191,0.104,19,182,0.975,1.57,0.841,High
E1K248,067,0.601,110,183,0.442,87,197,9.475,9.6,0.355,Acceptable
P0AG30,264,0.528,19,36,0.269,7,26,4.408,40.76,0.224,Incorrect
F2Z6J5,057,0.492,97,197,0.503,98,195,9.524,23.941,0.21,Incorrect
G0WVH3,118,0.215,50,233,0.643,90,140,12.581,21.952,0.12,Incorrect
F2Z6J5,U10-005,0.665,131,197,0.388,83,214,4.069,18.555,0.319,Acceptable
P14677,070,0.072,8,111,0.846,44,52,24.41,42.361,0.038,Incorrect
P04807,197,0.705,79,112,0.444,63,142,4.113,6.624,0.482,Acceptable
Q72AS4,133,0.516,99,192,0.495,97,196,11.989,13.286,0.274,Acceptable
E1K248,135,0.508,93,183,0.469,82,175,9.064,10.742,0.307,Acceptable
P04807,046,0.652,73,112,0.416,52,125,4.494,6.53,0.46,Acceptable
P0AG30,147,0.889,32,36,0.059,2,34,0.531,1.61,0.914,High
P23687,341,0.206,61,296,0.558,77,138,9.099,12.618,0.182,Incorrect
P23687,329,0.25,74,296,0.523,81,155,5.137,7.135,0.305,Acceptable
O60729,021,0.58,65,112,0.337,33,98,23.322,31.637,0.217,Incorrect
P23687,024,0.074,22,296,0.766,72,94,11.471,13.788,0.122,Incorrect
H6SG27,180,0.191,44,230,0.577,60,104,10.694,16.768,0.138,Incorrect
A0A0H2WY27,008,0.074,15,202,0.842,80,95,13.847,72.815,0.033,Incorrect
E1K248,251,0.546,100,183,0.5,100,200,9.977,9.814,0.332,Acceptable
Q9I5E6,011,0.578,178,308,0.315,82,260,4.813,7.294,0.414,Acceptable
H6SG27,284,0.474,109,230,0.384,68,177,11.988,21.604,0.208,Incorrect
P04807,101,0.562,63,112,0.427,47,110,4.922,16.01,0.289,Acceptable
A0A140DJY3,U10-007,0.757,212,280,0.138,34,246,0.93,1.888,0.811,High
Q72AS4,157,0.812,156,192,0.281,61,217,3.182,11.032,0.456,Acceptable
A0A3B6UEQ0,067,0.527,87,165,0.428,65,152,10.198,37.556,0.199,Incorrect
F2Z6J5,178,0.563,111,197,0.351,60,171,9.047,20.977,0.244,Acceptable
A0A0H2WY27,U100-000,0.792,160,202,0.184,36,196,2.696,15.322,0.421,Acceptable
A0A3B6UEQ0,066,0.576,95,165,0.312,43,138,7.891,18.248,0.263,Acceptable
P23687,226,0.351,104,296,0.521,113,217,6.467,9.135,0.289,Acceptable
P04807,004,0.92,103,112,0.096,11,114,0.699,2.066,0.895,High
Q941M3,U100-004,0.864,216,250,0.053,12,228,1.328,3.445,0.761,Medium
Q9I5E6,034,0.38,117,308,0.397,77,194,12.954,16.359,0.202,Incorrect
A0A3B6UEQ0,120,0.63,104,165,0.395,68,172,8.929,20.616,0.268,Acceptable
P0AG30,099,0.583,21,36,0.523,23,44,2.326,50.293,0.302,Acceptable
P14677,U100-009,0.883,98,111,0.02,2,100,0.575,2.864,0.884,High
P14677,024,0.342,38,111,0.255,13,51,12.602,23.548,0.157,Incorrect
Q7KLV9,077,0.289,13,45,0.675,27,40,5.614,27.665,0.147,Incorrect
H6SG27,300,0.278,64,230,0.448,52,116,8.421,11.544,0.22,Incorrect
P23687,261,0.139,41,296,0.602,62,103,9.905,10.811,0.181,Incorrect
G0WVH3,177,0.15,35,233,0.65,65,100,15.715,37.397,0.069,Incorrect
P23687,122,0.101,30,296,0.667,60,90,16.133,19.137,0.092,Incorrect
P04807,188,0.598,67,112,0.362,38,105,7.517,8.996,0.369,Acceptable
P23687,104,0.324,96,296,0.442,76,172,10.524,7.913,0.293,Acceptable
E1K248,090,0.557,102,183,0.541,120,222,9.412,14.225,0.282,Acceptable
A0A3B6UEQ0,047,0.642,106,165,0.376,64,170,6.83,26.556,0.26,Acceptable
E1K248,010,0.503,92,183,0.576,125,217,9.102,13.221,0.274,Acceptable
A0A3B6UEQ0,051,0.279,46,165,0.707,111,157,12.416,25.464,0.131,Incorrect
F2Z6J5,013,0.472,93,197,0.462,80,173,8.894,24.294,0.203,Incorrect
Q72AS4,044,0.458,88,192,0.617,142,230,9.465,13.807,0.253,Acceptable
G0WVH3,066,0.112,26,233,0.761,83,109,17.15,26.332,0.071,Incorrect
P23687,022,0.27,80,296,0.558,101,181,8.448,11.614,0.217,Incorrect
Q72AS4,123,0.547,105,192,0.485,99,204,10.262,16.269,0.261,Acceptable
Q9I5E6,087,0.331,102,308,0.4,68,170,12.344,23.098,0.155,Incorrect
Q72AS4,U10-003,0.797,153,192,0.354,84,237,3.496,6.643,0.524,Medium
P23687,032,0.203,60,296,0.608,93,153,7.155,9.575,0.229,Incorrect
Q9I5E6,059,0.081,25,308,0.803,102,127,23.783,39.218,0.043,Incorrect
E1K248,102,0.536,98,183,0.508,101,199,10.961,14.696,0.268,Acceptable
P04807,066,0.821,92,112,0.276,35,127,1.605,4.034,0.701,Medium
H6SG27,070,0.626,144,230,0.308,64,208,3.567,8.996,0.416,Acceptable
A0A0H2WY27,007,0.797,161,202,0.183,36,197,2.435,12.889,0.458,Acceptable
H6SG27,053,0.735,169,230,0.172,35,204,3.973,8.667,0.45,Acceptable
G0WVH3,134,0.073,17,233,0.469,15,32,14.249,22.946,0.068,Incorrect
A0A0H2WY27,U10-004,0.812,164,202,0.192,39,203,1.671,10.312,0.554,Medium
D9N168,U10-008,0.907,97,107,0.03,3,100,0.701,1.148,0.903,High
O68880,002,0.93,160,172,0.059,10,170,0.86,1.23,0.887,High
P14677,106,0.324,36,111,0.345,19,55,18.95,53.861,0.118,Incorrect
Q72AS4,083,0.375,72,192,0.503,73,145,9.769,11.413,0.252,Acceptable
H6SG27,077,0.37,85,230,0.441,67,152,9.206,19.529,0.185,Incorrect
P23687,235,0.125,37,296,0.611,58,95,11.862,12.581,0.151,Incorrect
A0A0H2WY27,U100-009,0.842,170,202,0.158,32,202,1.159,6.613,0.697,Medium
G0WVH3,184,0.082,19,233,0.721,49,68,24.067,41.729,0.042,Incorrect
Q9I5E6,U100-005,0.909,280,308,0.105,33,313,1.06,1.957,0.842,High
P0AG30,035,0.139,5,36,0.643,9,14,6.473,24.821,0.098,Incorrect
P23687,084,0.236,70,296,0.588,100,170,9.21,12.193,0.196,Incorrect
Q941M3,U100-005,0.868,217,250,0.057,13,230,0.97,2.44,0.832,High
Q9I5E6,050,0.201,62,308,0.615,99,161,16.058,24.791,0.105,Incorrect
P04807,094,0.688,77,112,0.412,54,131,5.377,8.785,0.414,Acceptable
E1K248,263,0.437,80,183,0.648,147,227,13.096,15.789,0.225,Incorrect
O60729,031,0.589,66,112,0.389,42,108,29.133,30.827,0.221,Incorrect
O68880,102,0.198,34,172,0.534,39,73,13.378,19.752,0.122,Incorrect
Q941M3,U10-009,0.788,197,250,0.121,27,224,3.12,7.355,0.516,Medium
Q7KLV9,063,0.111,5,45,0.839,26,31,10.342,49.907,0.053,Incorrect
Q7KLV9,U100-000,0.978,44,45,0.064,3,47,0.786,14.025,0.677,Medium
Q7KLV9,079,0.933,42,45,0.16,8,50,1.185,12.228,0.625,Medium
P0AG30,188,0.639,23,36,0.281,9,32,1.88,40.126,0.357,Acceptable
Q7KLV9,072,0.222,10,45,0.804,41,51,12.977,53.802,0.087,Incorrect
P59676,U10-001,0.327,36,110,0.345,19,55,14.502,38.99,0.128,Incorrect
P04807,138,0.652,73,112,0.342,38,111,4.061,3.266,0.548,Medium
Q9I5E6,U10-008,0.653,201,308,0.253,68,269,3.788,7.095,0.459,Acceptable
Q8GN86,U100-005,0.864,165,191,0.122,23,188,1.147,1.596,0.82,High
O60729,032,0.607,68,112,0.382,42,110,16.035,43.852,0.217,Incorrect
Q7KLV9,U10-003,0.978,44,45,0.064,3,47,0.779,7.768,0.77,Medium
Q72AS4,029,0.578,111,192,0.495,109,220,9.753,12.245,0.309,Acceptable
F2Z6J5,003,0.528,104,197,0.544,124,228,10.634,25.945,0.215,Incorrect
E1K248,261,0.481,88,183,0.534,101,189,9.215,9.781,0.312,Acceptable
O16025,U100-008,0.574,66,115,0.327,32,98,15.835,45.573,0.205,Incorrect
F2Z6J5,183,0.452,89,197,0.566,116,205,10.183,29.31,0.184,Incorrect
Q72AS4,031,0.484,93,192,0.486,88,181,8.791,11.814,0.285,Acceptable
Q8GN86,U10-000,0.791,151,191,0.256,52,203,8.355,18.646,0.331,Acceptable
H6SG27,066,0.709,163,230,0.16,31,194,3.127,7.704,0.482,Acceptable
P04807,009,0.848,95,112,0.104,11,106,2.375,3.662,0.659,Medium
P14677,U10-009,0.333,37,111,0.464,32,69,15.188,37.652,0.13,Incorrect
O68880,005,0.895,154,172,0.083,14,168,0.828,0.758,0.885,High
Q7KLV9,U10-001,0.889,40,45,0.13,6,46,0.802,10.263,0.691,Medium
Q72AS4,024,0.651,125,192,0.473,112,237,6.877,14.957,0.314,Acceptable
P04807,124,0.232,26,112,0.737,73,99,11.737,11.296,0.203,Incorrect
A0A3B6UEQ0,U100-007,0.939,155,165,0.134,24,179,0.954,30.117,0.575,Medium
Q72AS4,045,0.318,61,192,0.609,95,156,11.888,11.485,0.229,Incorrect
